query,action
"Wish to locate some specialist mumbai. i have a concern related to second opinion. preferably, i would like a specific hospital chain.",find_doctor
Where can i require the drugstore mumbai?,find_medicalshop
"Can you help me looking to consult for this medical center within? it's an specific medical procedure situation, and i need immediate assistance. i prefer a hospital with female doctor.",find_hospital
Need some pathology lab mumbai.,find_lab
"I require a arrange a visit ahmedabad. i need to emergency. can you assist in finding a suitable time for the appointment, preferably specific time for appointments?",book_appointment
Looking for this upcoming appointments ahmedabad. can you provide information about my doctor appointments?,my_appointments
I wish to locate this health information within. i would like to access health records for a review.,my_records
"Where can i want an family doctor hyderabad? i have a concern related to routine check-up. preferably, i would like a male doctor.",find_doctor
Require an pharmacy mysore.,find_medicalshop
"Looking for an urgent care near. it's an specific medical procedure situation, and i need immediate assistance. i prefer a hospital with male doctor.",find_hospital
Wish to locate a medical laboratory close to.,find_lab
"Where can i trying to find this meet with a doctor near? i need to preventive care. can you assist in finding a suitable time for the appointment, preferably female doctor?",book_appointment
Can you help me have a query about this doctor appointments kolkata? can you provide information about my doctor appointments?,my_appointments
Where can i require an medical history close to? i would like to access my medical records for a review.,my_records
"Where can i seeking the gp within? i have a concern related to emergency. preferably, i would like a male doctor.",find_doctor
