query,location_type,city
I'm want junagadh near. i need to see a doctor because of specific medical procedure. i prefer female doctor.,near,Patna
"Need ludhiana in. it's routine check-up, and i require help from a medical center. i'd like a hospital specific time for appointments.",in,North Dumdum
"Am looking for moradabad around. i want to second opinion. please find a suitable time for the appointment, specific time for appointments.",around,Raiganj
I have a question about the gangtok close_to. can you tell me about scheduled visits?,close_to,Proddatur
Tell me about kamarhati within. i want to check my medical records for my review.,within,Tiruchirappalli
Where can i trying to find my jorhat near? i need to see a physician because of second opinion. i prefer specific hospital chain.,near,Gorakhpur
"Seeking the in ranchi. it's routine check-up, and i require help from a medical center. i'd like a hospital female doctor.",in,Gaya
"Am looking for the around gandhinagar. i want to second opinion. please find a suitable time for the appointment, specific hospital chain.",around,Bhind
Trying to find my close_to gaya. can you tell me about upcoming appointments?,close_to,Kolkata
I need my durg within. i want to check medical history for my review.,within,Sonipat
Looking to wish to locate kochi near. i need to see a doctor because of preventive care. i prefer specific hospital chain.,near,Kota
"Looking for the jammu in. it's preventive care, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Ambattur
"Need some around mysuru. i want to second opinion. please find a suitable time for the appointment, specific hospital chain.",around,Raiganj
Am looking for an srinagar close_to. can you tell me about upcoming appointments?,close_to,Delhi
I'm need begusarai within. i want to check my medical records for my review.,within,Hisar
Seeking guntur near. i need to see a doctor because of second opinion. i prefer specific time for appointments.,near,Solapur
"I'm have a question about gurgaon in. it's emergency, and i require help from a medical center. i'd like a hospital female doctor.",in,Akbarpur
"Tell me about solapur around. i want to preventive care. please find a suitable time for the appointment, male doctor.",around,Katihar
Looking for this khammam close_to. can you tell me about scheduled visits?,close_to,Rourkela
Trying to find my within bilaspur. i want to check health records for my review.,within,Proddatur
Require my near vasai-virar. i need to see a physician because of second opinion. i prefer female doctor.,near,Jodhpur
"Need this srinagar in. it's second opinion, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Guntakal
"Am looking for srinagar around. i want to preventive care. please find a suitable time for the appointment, specific time for appointments.",around,Hisar
Looking for an dewas close_to. can you tell me about my appointments?,close_to,Karimnagar
I want a jabalpur within. i want to check medical history for my review.,within,Allahabad
Can you help me wish to locate the khammam near? i need to see a healthcare provider because of second opinion. i prefer female doctor.,near,Darbhanga
"Can you help me want the gaya in? it's second opinion, and i require help from a medical center. i'd like a hospital male doctor.",in,Udaipur
"Looking for a bokaro steel city around. i want to preventive care. please find a suitable time for the appointment, specific hospital chain.",around,Navi Mumbai
Seeking karawal nagar close_to. can you tell me about my appointments?,close_to,Tirupati
Want kanpur within. i want to check health records for my review.,within,Gurgaon
Where can i require a ulhasnagar near? i need to see a doctor because of specific medical procedure. i prefer specific hospital chain.,near,Latur
"Seeking the gandhinagar in. it's emergency, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Noida
"Looking for the srinagar around. i want to preventive care. please find a suitable time for the appointment, specific time for appointments.",around,Varanasi
Looking for some nadiad close_to. can you tell me about upcoming appointments?,close_to,Jamnagar
I want an erode within. i want to check medical history for my review.,within,Ambattur
Tell me about jamshedpur near. i need to see a physician because of second opinion. i prefer female doctor.,near,Karimnagar
"I'm want lucknow in. it's second opinion, and i require help from a healthcare facility. i'd like a hospital female doctor.",in,Bhiwandi
"Looking for an kochi around. i want to preventive care. please find a suitable time for the appointment, female doctor.",around,Amravati
I'm trying to find kadapa close_to. can you tell me about my appointments?,close_to,Sagar
Want some north dumdum within. i want to check health records for my review.,within,Nashik
Tell me about srinagar near. i need to see a doctor because of second opinion. i prefer specific time for appointments.,near,Jammu
"Tell me about gaya in. it's routine check-up, and i require help from a healthcare facility. i'd like a hospital specific time for appointments.",in,Davanagere
"Wish to locate the aligarh around. i want to routine check-up. please find a suitable time for the appointment, male doctor.",around,Itanagar
Trying to find my shimla close_to. can you tell me about upcoming appointments?,close_to,Hyderabad
Wish to locate a within gandhinagar. i want to check health records for my review.,within,Bhiwani
Looking for a jalpaiguri near. i need to see a doctor because of emergency. i prefer specific time for appointments.,near,Ranchi
"Wish to locate a bijapur in. it's routine check-up, and i require help from a healthcare facility. i'd like a hospital specific hospital chain.",in,Kottayam
