query,action
"Looking for an clinic kanpur. it's emergency, need healthcare facility. prefer hospital male doctor.",find_hospital
Looking for an clinical lab indore.,find_lab
"Can require my find book kochi? want routine check-up. find time, specific hospital chain.",book_appointment
Looking for this my appointments allahabad. tell about my appointments?,my_appointments
"Looking for this my medical records near. check patient records, review.",my_records
"Need an psychiatrist chennai consult for? need dermatologist, routine check-up. prefer specific time for appointments.",find_doctor
Where require an find medical store hyderabad?,find_medicalshop
"Want medical center hyderabad. it's emergency, need medical center. prefer hospital female doctor.",find_hospital
Seek lab amritsar.,find_lab
"Need an bhopal meet with a doctor. want preventive care. find time, specific time for appointments.",book_appointment
Need an upcoming appointments visakhapatnam want? tell about my appointments?,my_appointments
"Where try to find this find health information jaipur? check medical history, review.",my_records
"Looking for my cardiologist nagpur. need psychiatrist, second opinion. prefer specific time for appointments.",find_doctor
Find my pharmacy mumbai want.,find_medicalshop
"Where consult for my find infirmary kolkata? it's specific medical procedure, need urgent care. prefer hospital specific time for appointments.",find_hospital
Find the clinical lab kochi need.,find_lab
"Find an appointment indore consult for. want emergency. find time, specific hospital chain.",book_appointment
Tell me about doctor appointments jaipur. tell about scheduled visits?,my_appointments
"Help me want an find patient records bhopal. check patient records, review.",my_records
"Find this doctor kochi require. need pediatrician, preventive care. prefer specific time for appointments.",find_doctor
Help me wish this find apothecary agra.,find_medicalshop
"Need some urgent care ahmedabad consult for? it's specific medical procedure, need healthcare facility. prefer hospital female doctor.",find_hospital
Tell me about diagnostic center ranchi.,find_lab
"Consult for arrange a visit kanpur. want routine check-up. find time, specific hospital chain.",book_appointment
Where consult for an find my appointments kanpur? tell about scheduled visits?,my_appointments
"Consult for this chennai health records. check medical history, review.",my_records
"Find an gynecologist visakhapatnam want. need specialist, emergency. prefer female doctor.",find_doctor
Where try to find this find apothecary lucknow?,find_medicalshop
"Tell me about hospital jodhpur. it's second opinion, need hospital. prefer hospital specific hospital chain.",find_hospital
Need diagnostic center jaipur.,find_lab
"Help me wish some find book ranchi. want second opinion. find time, specific time for appointments.",book_appointment
Want an close to doctor appointments. tell about my appointments?,my_appointments
"I'm require my medical records kanpur. check health information, review.",my_records
"Try to find doctor mysore. need gp, second opinion. prefer male doctor.",find_doctor
Help me look for an find medical store chennai.,find_medicalshop
"Help me look for the find emergency room surat. it's second opinion, need emergency room. prefer hospital male doctor.",find_hospital
Require some lab mumbai.,find_lab
"Where consult for a find arrange a visit hyderabad? want routine check-up. find time, specific hospital chain.",book_appointment
Tell me about upcoming appointments close to. tell about my appointments?,my_appointments
"Tell me about my medical records in. check health information, review.",my_records
"Consult for a physician surat. need healthcare provider, second opinion. prefer male doctor.",find_doctor
Help me require my find chemist jaipur.,find_medicalshop
"Tell me about healthcare facility guwahati. it's second opinion, need emergency room. prefer hospital specific time for appointments.",find_hospital
Need the pathology lab hyderabad wish?,find_lab
"Need the meet with a doctor bhopal question? want routine check-up. find time, specific hospital chain.",book_appointment
Tell me about my appointments bhubaneswar. tell about upcoming appointments?,my_appointments
"Can require a find medical history close to? check health records, review.",my_records
"Need some lucknow physician. need gynecologist, routine check-up. prefer specific hospital chain.",find_doctor
Find a health supply store in want.,find_medicalshop
"Tell me about medical center thiruvananthapuram. it's second opinion, need infirmary. prefer hospital specific time for appointments.",find_hospital
Help me seek my find lab patna.,find_lab
"Need arrange a visit in. want preventive care. find time, specific hospital chain.",book_appointment
Require my appointments nagpur. tell about upcoming appointments?,my_appointments
"I'm question my medical records ranchi. check health records, review.",my_records
"Looking for some psychiatrist bangalore. need cardiologist, routine check-up. prefer male doctor.",find_doctor
Find my pharmacy mumbai wish.,find_medicalshop
"Wish urgent care around. it's second opinion, need healthcare facility. prefer hospital male doctor.",find_hospital
Need a lab chennai seek?,find_lab
"Help me look for my find schedule amritsar. want emergency. find time, female doctor.",book_appointment
Need my scheduled visits hyderabad look for? tell about upcoming appointments?,my_appointments
"Need a medical history thiruvananthapuram want? check patient records, review.",my_records
"Tell me about gp chennai. need specialist, routine check-up. prefer male doctor.",find_doctor
Need an apothecary jodhpur need?,find_medicalshop
"Need an hospital raipur want? it's second opinion, need infirmary. prefer hospital specific hospital chain.",find_hospital
